name,price,image,speed,ram_type,modules,capacity,first_word_latency,cas_latency,price_gb,color,rating
Crucial CT4K8G4RFS4213 32 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/2085b73ae42d0278bec6cc902ba9ccbb.256p.jpg,DDR4-2133,DDR4,4 x 8GB,32GB,14.065 ns,15,,Green,0
Mushkin Essentials 8 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/2b64213fcc4a098adb49ef861dcb51a7.256p.jpg,DDR4-2133,DDR4,1 x 8GB,8GB,14.065 ns,15,,Black / Green,0
Kingston Savage 16 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/51190ce5be0b5b8ed21d07cf8c10fe24.256p.jpg,DDR4-2400,DDR4,2 x 8GB,16GB,10 ns,12,,Black,5
Corsair Dominator Platinum ROG 16 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/6026d8285e41f56e9c8e797286810d04.256p.jpg,DDR4-3200,DDR4,4 x 4GB,16GB,10 ns,16,,Black / Red,5
TEAMGROUP Vulcan 8 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/5d963dc7941b2f1ab0a14b9a900de4c8.256p.jpg,DDR4-2400,DDR4,2 x 4GB,8GB,11.667 ns,14,,Black / Gray,4
Patriot PSD48G2400K 8 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/bb075ef8eca6c5a3828c77ca0b6f44cd.256p.jpg,DDR4-2400,DDR4,2 x 4GB,8GB,13.333 ns,16,,,4.5
Corsair ValueSelect 4 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/4caf92543b64a4c5b5e931d1fb39ebdf.256p.jpg,DDR4-2400,DDR4,1 x 4GB,4GB,13.333 ns,16,,Black,0
Samsung M393A1G40EB1-CRC 8 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/5c018592fed182e54c143a43e778fa3f.256p.jpg,DDR4-2400,DDR4,1 x 8GB,8GB,14.167 ns,17,,Green / Black,0
Crucial CT16G4RFD8266 16 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/f7792a63d0a02d75a8bbd04c36a60526.256p.jpg,DDR4-2666,DDR4,1 x 16GB,16GB,14.254 ns,19,,Green / Black,0
Crucial CT2K16G4RFS4266 32 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/7c5e1c795d6f5bae0aeae7dd83dbcc23.256p.jpg,DDR4-2666,DDR4,2 x 16GB,32GB,14.254 ns,19,,Green / Black,0
TEAMGROUP T-Force XCalibur RGB 16 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/1418a2ce1c860ae056fe29f8e59bc658.256p.jpg,DDR4-4000,DDR4,2 x 8GB,16GB,9 ns,18,,Black,0
G.Skill Ripjaws V 4 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/6ba5246559f2e82e4b3fae1fcf2b1b13.256p.jpg,DDR4-2400,DDR4,1 x 4GB,4GB,14.167 ns,17,,Red / Black,0
Corsair Dominator Platinum RGB 128GB (8 x 16GB) 288-Pin DDR4 SDRAM DDR4 3800 (PC4 30400) Desktop Memory Model CMT128GX4M8X3800C19 128 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/2bf9c19005b3014bc81be0ca4a35323e.256p.jpg,DDR4-3800,DDR4,8 x 16GB,128GB,10 ns,19,,Black,0
TEAMGROUP T-Force Vulcan Z 4 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/54b2bfc8b2fcb90cb4690d0567788504.256p.jpg,DDR4-2666,DDR4,1 x 4GB,4GB,13.503 ns,18,,Black,0
OLOy MD4U163216CGDA 32 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/ad3f405fb742be32d7e1b894497ac961.256p.jpg,DDR4-3200,DDR4,2 x 16GB,32GB,10 ns,16,,Black,5
Kingston KTH-PL426/32G 32 GB,509.12,https://cdna.pcpartpicker.com/static/forever/images/product/426d6d2e41623f65bf6d0fa35a36b8ae.256p.jpg,DDR4-2666,DDR4,1 x 32GB,32GB,14.254 ns,19,£15.910,Green / Black,0
Kingston HyperX Predator RGB 8 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/e4e7e1f156ff875466d3ea79e82a5552.256p.jpg,DDR4-3200,DDR4,1 x 8GB,8GB,10 ns,16,,Black,0
Kingston HyperX Predator RGB 256 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/b5a654f9341d4948015c7c7e95462a37.256p.jpg,DDR4-3200,DDR4,8 x 32GB,256GB,10 ns,16,,Black,0
G.Skill Trident Z Royal Elite 128 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/8b146c6804de6f72b9100af6c7b55cd6.256p.jpg,DDR4-3600,DDR4,8 x 16GB,128GB,7.778 ns,14,,Gold,0
Addlink Spider X4 16 GB,,,DDR4-3200,DDR4,1 x 16GB,16GB,10 ns,16,,Black,0
Addlink Spider X4 32 GB,,,DDR4-3200,DDR4,2 x 16GB,32GB,10 ns,16,,Black,0
Kingston FURY Renegade 128 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/21e8212c672077fa3dda3e01ab620a15.256p.jpg,DDR4-3600,DDR4,4 x 32GB,128GB,10 ns,18,,Black,5
Lexar Hades RGB 32 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/98b90f33d8e88eba99a841a2c40cc881.256p.jpg,DDR4-3200,DDR4,2 x 16GB,32GB,11.25 ns,18,,Black,0
VisionTek 901512 16 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/3e468813999f28981493c58b16588347.256p.jpg,DDR5-4800,DDR5,1 x 16GB,16GB,16.667 ns,40,,,0
TEAMGROUP T-Force Delta TUF Gaming Alliance RGB 8 GB,,,DDR4-3200,DDR4,1 x 8GB,8GB,10 ns,16,,Black / Gold,0
Mushkin Silverline 64 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/dbda37cfeae8c0aeadfd7a04e6751620.256p.jpg,DDR4-3200,DDR4,2 x 32GB,64GB,13.75 ns,22,,Silver,0
Corsair Vengeance RGB Pro SL 128 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/fdc5f5f6ec392e8f99ab0af8cecc8b65.256p.jpg,DDR4-3200,DDR4,4 x 32GB,128GB,10 ns,16,,Black,0
Silicon Power XPOWER Zenith Gaming 8 GB,79.25,,DDR4-3200,DDR4,1 x 8GB,8GB,10 ns,16,£9.906,Black,0
Mushkin Enhanced Redline Stiletto 16 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/59f8da408249540a279f4ee8554a5f48.256p.jpg,DDR4-3600,DDR4,2 x 8GB,16GB,7.778 ns,14,,Black,0
Mushkin Essentials 64 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/14581481e9b0da9e8fe80f6e3889ed2b.256p.jpg,DDR4-3200,DDR4,2 x 32GB,64GB,13.75 ns,22,,Green / Black,5
OLOy OWL RGB 64 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/76d95bb141cb4293266fa528811371c9.256p.jpg,DDR4-3200,DDR4,2 x 32GB,64GB,10 ns,16,,White,0
OLOy MD4U1640180BJ0DA 32 GB,,,DDR4-4000,DDR4,2 x 16GB,32GB,9 ns,18,,Black,0
Silicon Power SP048GBLVU560P02 48 GB,,,DDR5-5600,DDR5,1 x 48GB,48GB,16.429 ns,46,,Black,0
G.Skill Ripjaws M5 Neo RGB 48 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/a452472b22bd4cea8cd6ba4e633f0bd7.256p.jpg,DDR5-6000,DDR5,2 x 24GB,48GB,10 ns,30,,Black,0
Biwin Black Opal HX100 48 GB,,,DDR5-6400,DDR5,2 x 24GB,48GB,10 ns,32,,Black,0
V-Color TE524G60S828SKK 48 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/4c64f84ccd3721fa898431034afb098a.256p.jpg,DDR5-6000,DDR5,2 x 24GB,48GB,9.333 ns,28,,White,0
Thermalright KSM56E46BD8KM-48HM 48 GB,,,DDR5-5600,DDR5,1 x 48GB,48GB,16.429 ns,46,,Green,0
Kingston KTD-PE426/32G 32 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/161ef4ec960d916a5ef845e0c2c99d90.256p.jpg,DDR4-2666,DDR4,1 x 32GB,32GB,14.254 ns,19,,Green / Black,0
Silicon Power SP008GBSFU240B02 8 GB,48.97,,DDR4-2400,DDR4,1 x 8GB,8GB,14.167 ns,17,£6.121,,0
Crucial CT8G52C42S5 8 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/98474cc0983c2069fb594d62b9daf07e.256p.jpg,DDR5-5200,DDR5,1 x 8GB,8GB,16.154 ns,42,,Black,0
ADATA XPG CASTER RGB 16 GB,,,DDR5-6400,DDR5,1 x 16GB,16GB,12.5 ns,40,,Black / Silver,0
V-Color TRA532G64D832Q 128 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/9ace72c2fb783dd65e1983c71296e69d.256p.jpg,DDR5-6400,DDR5,4 x 32GB,128GB,10 ns,32,,White,0
Kingston KVR24S17S6/4 4 GB,40.99,https://cdna.pcpartpicker.com/static/forever/images/product/fb5a85407351e5d981bbccf3d9aabb74.256p.jpg,DDR4-2400,DDR4,1 x 4GB,4GB,14.167 ns,17,£10.248,Green / Black,0
V-Color TRA516G60S832Q 64 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/4b9f95b2595a950e2b75b7a7bb5357a4.256p.jpg,DDR5-6000,DDR5,4 x 16GB,64GB,10.667 ns,32,,White,0
Crucial Ballistix Tactical 4 GB,,,DDR4-2666,DDR4,1 x 4GB,4GB,12.003 ns,16,,Silver,5
G.Skill Trident Z 8 GB,,,DDR4-3200,DDR4,2 x 4GB,8GB,10 ns,16,,Red / Silver,4
G.Skill Trident Z 128 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/5d5d3a69eebab1262637a5b86407fcdd.256p.jpg,DDR4-3200,DDR4,8 x 16GB,128GB,8.75 ns,14,,Silver / White,5
TEAMGROUP Dark 16 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/62426fcc31ced75a05518afdadc03000.256p.jpg,DDR4-3000,DDR4,2 x 8GB,16GB,10.667 ns,16,,Black / Silver,4.5
G.Skill FORTIS 16 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/70dc5f31e38d6050539c1d8b434d5454.256p.jpg,DDR4-2400,DDR4,2 x 8GB,16GB,12.5 ns,15,,Black / Red,4
Apacer Commando 32 GB,,,DDR4-2400,DDR4,2 x 16GB,32GB,13.333 ns,16,,Black / Red,0
GeIL SUPER LUCE RGB 16 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/46ee8b4bef941ee8a8070b21038d8a81.256p.jpg,DDR4-2133,DDR4,2 x 8GB,16GB,14.065 ns,15,,White,0
ADATA Flame 4 GB,,,DDR4-2400,DDR4,1 x 4GB,4GB,13.333 ns,16,,Black / Orange,0
Crucial Ballistix Tactical 64 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/514602f1f9e89073830594d0730d5503.256p.jpg,DDR4-3000,DDR4,4 x 16GB,64GB,10 ns,15,,Black,0
ADATA AD4S240038G17-2 16 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/bf518aef5e965f10bf0feabfe3f4a235.256p.jpg,DDR4-2400,DDR4,2 x 8GB,16GB,14.167 ns,17,,Green,0
GeIL EVO FORZA 32 GB,,,DDR4-2400,DDR4,2 x 16GB,32GB,13.333 ns,16,,Red / Black,0
Samsung Samsung DDR4 2133MHz CL15 16GB RegECC 2Rx4 M393A2G40EB1-CPB 1.2V single pack 16 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/893505ff002f01de78f4ac717fd0752b.256p.jpg,DDR4-2133,DDR4,1 x 16GB,16GB,14.065 ns,15,,Green / Blue,0
OLOy MD4U083216BASA 8 GB,,,DDR4-3200,DDR4,1 x 8GB,8GB,10 ns,16,,White / Gray,0
TEAMGROUP T-Force Dark 8 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/75d034ce6e5080b6ea6e010eac0f5b14.256p.jpg,DDR4-3000,DDR4,2 x 4GB,8GB,10.667 ns,16,,Silver / Black,0
Crucial Ballistix Tactical Tracer RGB 32 GB,,,DDR4-3200,DDR4,4 x 8GB,32GB,10 ns,16,,Silver,4
Samsung M393A2K40CB2-CVF 16 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/81a701dfbebcc9a2ff1e123570b50105.256p.jpg,DDR4-2933,DDR4,1 x 16GB,16GB,14.32 ns,21,,Green / Black,0
OLOy MD4U323016DJDA 64 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/ae076b653790230e95e014df9aadbdff.256p.jpg,DDR4-3000,DDR4,2 x 32GB,64GB,10.667 ns,16,,Black,0
OLOy MD4U163016CJSA 16 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/e38aa8af1345de4df85c7637e8b2e2ee.256p.jpg,DDR4-3000,DDR4,1 x 16GB,16GB,10.667 ns,16,,Black,5
TEAMGROUP Team T-FORCE VULCAN Z 64GB (2 x 32GB) 288-Pin DDR4 SDRAM DDR4 3000 (PC4 24000) Desktop Memory Model TLZRD464G3000HC16CDC01 64 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/ea84cc2cd75b7db39d870c75de1032e3.256p.jpg,DDR4-3000,DDR4,2 x 32GB,64GB,10.667 ns,16,,Red,0
OLOy WarHawk RGB 128 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/d212ce6ac256f2e683893837c7aecff9.256p.jpg,DDR4-3200,DDR4,4 x 32GB,128GB,10 ns,16,,White,5
Patriot Signature Line 64 GB,1082.07,https://cdna.pcpartpicker.com/static/forever/images/product/9e487e29e0a4dec35e5669a706482445.256p.jpg,DDR4-3200,DDR4,2 x 32GB,64GB,13.75 ns,22,£16.907,Black,0
TEAMGROUP Dark Pro 8PACK Edition 32 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/11855b88e371bf8f6ce2960c45764c35.256p.jpg,DDR4-3600,DDR4,2 x 16GB,32GB,8.889 ns,16,,Black,0
Corsair Vengeance RGB RS 128 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/a358fa7986d0b2e671c4a02ea0b17add.256p.jpg,DDR4-3200,DDR4,4 x 32GB,128GB,10 ns,16,,Black / Gray,4
Corsair Dominator Platinum RGB First Edition 32 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/88fbaf46c067846331739d35efead838.256p.jpg,DDR5-5200,DDR5,2 x 16GB,32GB,13.846 ns,36,,Black,0
HP V8 RGB 16 GB,,,DDR4-3200,DDR4,2 x 8GB,16GB,10 ns,16,,Black / Silver,0
G.Skill F5-5600J2834F32GX2-TZ5RK 64 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/17a1d429c294351b08e6ed4552db1f15.256p.jpg,DDR5-5600,DDR5,2 x 32GB,64GB,10 ns,28,,Black,0
Kingston FURY Renegade 256 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/63f99198e160d3337b7f1d1de7117b05.256p.jpg,DDR4-3200,DDR4,8 x 32GB,256GB,10 ns,16,,Black,0
V-Color XSky RGB 32 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/ebb03e4e90e47f98f4835bb334f0b023.256p.jpg,DDR5-6000,DDR5,2 x 16GB,32GB,12 ns,36,,Black,0
Mushkin Silverline 32 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/dbda37cfeae8c0aeadfd7a04e6751620.256p.jpg,DDR4-3200,DDR4,2 x 16GB,32GB,13.75 ns,22,,Silver,0
Silicon Power XPOWER AirCool 8 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/34355e3662c46bb9d85e1c93abdaf799.256p.jpg,DDR4-3200,DDR4,1 x 8GB,8GB,10 ns,16,,,0
G.Skill Trident Z5 RGB Splave Edition 32 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/ff58b343dc3d7de149950adb14426031.256p.jpg,DDR5-6400,DDR5,2 x 16GB,32GB,10 ns,32,,Black,0
Thermaltake TOUGHRAM XG RGB 32 GB,,,DDR4-3600,DDR4,2 x 16GB,32GB,10 ns,18,,White / Silver,0
Kingston Fury Beast RGB Special Edition 8 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/f5614426dfa71615418439928b081aee.256p.jpg,DDR4-3200,DDR4,1 x 8GB,8GB,10 ns,16,,White,0
V-Color Manta XPrism RGB 32 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/88afef0b5875cb4958fdb8a0837cb983.256p.jpg,DDR5-7200,DDR5,2 x 16GB,32GB,9.444 ns,34,,White,0
Kingston KSM48R40BS4TMM-32HMR 32 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/f2793b9dcf30e21a058757b9d61d8ca9.256p.jpg,DDR5-4800,DDR5,1 x 32GB,32GB,16.667 ns,40,,Green,0
TEAMGROUP TPD48G3200HC2201 8 GB,,,DDR4-3200,DDR4,1 x 8GB,8GB,13.75 ns,22,,Black / Gold,0
TEAMGROUP Elite Plus 32 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/da830b91529fa76a417dc5a5515fac45.256p.jpg,DDR5-5200,DDR5,2 x 16GB,32GB,16.154 ns,42,,Silver,0
GeIL EVO V RGB 48 GB,,,DDR5-6400,DDR5,1 x 48GB,48GB,11.875 ns,38,,Black,0
VisionTek 901349 8 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/89d68e0a872d4d0a33d8ed04afc42226.256p.jpg,DDR4-3200,DDR4,1 x 8GB,8GB,13.75 ns,22,,Black,0
V-Color TRA516G72S834Q 64 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/7445f6f01733ce7c9c265e02b4477fd1.256p.jpg,DDR5-7200,DDR5,4 x 16GB,64GB,9.444 ns,34,,White,0
Mushkin Essentials 16 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/841a3a39b55648224c6cc2988b2195a0.256p.jpg,DDR4-2666,DDR4,1 x 16GB,16GB,14.254 ns,19,,Green / Black,0
TEAMGROUP T-Force Vulcanα 8 GB,,,DDR5-6000,DDR5,1 x 8GB,8GB,12.667 ns,38,,Black,0
TEAMGROUP Elite Plus 64 GB,,,DDR5-6400,DDR5,2 x 32GB,64GB,16.25 ns,52,,Black,0
Klevv BOLT V 48 GB,,,DDR5-6000,DDR5,2 x 24GB,48GB,10 ns,30,,White,0
V-Color TE548G64D832SKK 96 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/fe71cc049205255473c5c2bafefa5b1e.256p.jpg,DDR5-6400,DDR5,2 x 48GB,96GB,10 ns,32,,White,0
Acer Predator Pallas II 48 GB,,,DDR5-6000,DDR5,2 x 24GB,48GB,9.333 ns,28,,Black,0
Acer Predator Pallas II 96 GB,,,DDR5-6000,DDR5,2 x 48GB,96GB,9.333 ns,28,,Black,0
Acer Predator Hermes RGB 96 GB,,,DDR5-6000,DDR5,2 x 48GB,96GB,9.333 ns,28,,,0
Silicon Power SP016GBSFU320F02 16 GB,99.97,https://cdna.pcpartpicker.com/static/forever/images/product/8231fb687da4874167c631c988d3367e.256p.jpg,DDR4-3200,DDR4,1 x 16GB,16GB,13.75 ns,22,£6.248,,0
Silicon Power SP016GBSFU240B22 16 GB,93.97,,DDR4-2400,DDR4,2 x 8GB,16GB,14.167 ns,17,£5.873,,0
G.Skill Trident Z 64 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/2c554159740e1bea752fa58407b2bd68.256p.jpg,DDR4-3466,DDR4,8 x 8GB,64GB,9.233 ns,16,,Silver / White,0
Corsair Vengeance RGB RT 128 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/7f07a0acce71088bfcb29ef037dd7a58.256p.jpg,DDR4-3600,DDR4,4 x 32GB,128GB,10 ns,18,,Black,0
Crucial CT2K8G4SFS832A 16 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/488c96fdecf3f7b88c12a101e3857a6e.256p.jpg,DDR4-3200,DDR4,2 x 8GB,16GB,13.75 ns,22,,Green / Black,0
G.Skill Zeta R5 128 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/10975464bd8860e1def0ecd832a2aeb2.256p.jpg,DDR5-6000,DDR5,8 x 16GB,128GB,10 ns,30,,Black / White,0
Crucial CT32G52C42S5 32 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/bf52463478e6699bc3c9f8732fc67bed.256p.jpg,DDR5-5200,DDR5,1 x 32GB,32GB,16.154 ns,42,,Black,5
V-Color TRA532G68D834Q 128 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/ebdbca4ed4dcc957c6ba85c0341de3c5.256p.jpg,DDR5-6800,DDR5,4 x 32GB,128GB,10 ns,34,,White,0
Corsair WS 256 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/cf42ad9f7ac5f90959b4e500b04baa91.256p.jpg,DDR5-5600,DDR5,8 x 32GB,256GB,14.286 ns,40,,Black / Green,0
Patriot Extreme Performance 16 GB,,,DDR4-2400,DDR4,2 x 8GB,16GB,12.5 ns,15,,Black / Gold,0
Crucial CT4K4G4RFS8213 16 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/64f3c2d03b42c8ca1eeda970fbf487d4.256p.jpg,DDR4-2133,DDR4,4 x 4GB,16GB,14.065 ns,15,,Green,5
Samsung M393A4K40BB0-CPB0 32 GB,,,DDR4-2133,DDR4,1 x 32GB,32GB,14.065 ns,15,,Black / Green,0
Wintec 3RSA213315R5H-64GQ 64 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/25db95024bf07beeeb862f30857dcf74.256p.jpg,DDR4-2133,DDR4,4 x 16GB,64GB,14.065 ns,15,,Silver,0
Kingston Savage 32 GB,,,DDR4-2400,DDR4,2 x 16GB,32GB,11.667 ns,14,,Black / Silver,0
Kingston FURY 8 GB,,,DDR4-2133,DDR4,1 x 8GB,8GB,13.127 ns,14,,Black / Silver,5
Corsair Vengeance LED 64 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/23a8c76b6af96e085b809d7ee4844491.256p.jpg,DDR4-3000,DDR4,4 x 16GB,64GB,10 ns,15,,Black / White,4.5
GeIL EVO X 16 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/db551d4ce400302584e50742682021f1.256p.jpg,DDR4-3000,DDR4,2 x 8GB,16GB,10 ns,15,,Black / Blue,4
G.Skill FORTIS 32 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/205cb8f4b5324d08695a82651dd8d8aa.256p.jpg,DDR4-2400,DDR4,4 x 8GB,32GB,13.333 ns,16,,Black / Red,0
Kingston Predator 64 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/7b0de0922f3aed760d1980355f882ccc.256p.jpg,DDR4-2400,DDR4,4 x 16GB,64GB,10 ns,12,,Black,0
Crucial Ballistix Tactical 8 GB,,,DDR4-3000,DDR4,2 x 4GB,8GB,10 ns,15,,Black,4.5
Avexir Blitz 16 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/3d6894200f4196a224ec11c20ab8e22b.256p.jpg,DDR4-3200,DDR4,2 x 8GB,16GB,10 ns,16,,Black / Silver,0
ADATA XPG GAMMIX D10 4 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/c986105714c365271152f5797889de36.256p.jpg,DDR4-2400,DDR4,1 x 4GB,4GB,13.333 ns,16,,Black / White,0
Crucial CT2K4G4SFS624A 8 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/2201007468ea1a040d9cb87d2e810319.256p.jpg,DDR4-2400,DDR4,2 x 4GB,8GB,14.167 ns,17,,Green / Black,0
Samsung M393A2K40CB2-CTD 16 GB,158.75,https://cdna.pcpartpicker.com/static/forever/images/product/4c61e2eb2d68402c4e97e85e9ddb0126.256p.jpg,DDR4-2666,DDR4,1 x 16GB,16GB,14.254 ns,19,£9.922,Green / Black,0
GeIL EVO FORZA 16 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/8abe8766e3deb20a684483845e711ad7.256p.jpg,DDR4-2400,DDR4,2 x 8GB,16GB,13.333 ns,16,,Red / Black,0
OLOy MD4U082616BGDA 16 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/54a27d6d7d506e327c8261a0b0c3a3a0.256p.jpg,DDR4-2666,DDR4,2 x 8GB,16GB,12.003 ns,16,,Black,0
Kingston HyperX Predator RGB 64 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/63f385cc4dfff2ab8d67f185580a7083.256p.jpg,DDR4-3200,DDR4,4 x 16GB,64GB,10 ns,16,,Black,0
GeIL EVO SPEAR Phantom Gaming 16 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/e1ada83c8420ec3321c2b2eefe0fd127.256p.jpg,DDR4-3200,DDR4,2 x 8GB,16GB,10 ns,16,,Black,4.5
GeIL GeIL 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 3600 (PC4 28800) Desktop Memory Model GALS416GB3600C18ADC 16 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/9268a90b17874de36e20ca0e33af0463.256p.jpg,DDR4-3600,DDR4,2 x 8GB,16GB,10 ns,18,,Black,5
OLOy MD4U0836180BHRDA 16 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/70ae08afb60ee51ae6fba5dd95ce23b4.256p.jpg,DDR4-3600,DDR4,2 x 8GB,16GB,10 ns,18,,Red,0
OLOy MD4U083216BHDA 16 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/70ae08afb60ee51ae6fba5dd95ce23b4.256p.jpg,DDR4-3200,DDR4,2 x 8GB,16GB,10 ns,16,,Red,0
V-Color Prism RGB 16 GB,,,DDR4-3200,DDR4,2 x 8GB,16GB,10 ns,16,,Black / Silver,5
TEAMGROUP Team T-Force Night Hawk RGB 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 3600 (PC4 28800) Desktop Memory Model TF2D416G3600HC18JDC01 16 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/e13623d7c0ec72dc6e20c4bafc96179c.256p.jpg,DDR4-3600,DDR4,2 x 8GB,16GB,10 ns,18,,White,0
Kingston HyperX 128 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/456aef6f168a901ad50a84e9ac4d8d1d.256p.jpg,DDR4-3000,DDR4,4 x 32GB,128GB,10.667 ns,16,,Black,0
TEAMGROUP T-Force Zeus 64 GB,,,DDR4-3200,DDR4,2 x 32GB,64GB,12.5 ns,20,,Red,0
Acer Predator Apollo RGB 64 GB,,,DDR4-3600,DDR4,2 x 32GB,64GB,10 ns,18,,Silver / Black,0
Acer Predator Talos 16 GB,,,DDR4-3200,DDR4,1 x 16GB,16GB,10 ns,16,,White / Black,0
HP V8 RGB 32 GB,,,DDR4-3600,DDR4,2 x 16GB,32GB,10 ns,18,,Black / Silver,0
GeIL Polaris RGB 16 GB,,,DDR5-4800,DDR5,2 x 8GB,16GB,16.667 ns,40,,White,0
Addlink Spider 4 32 GB,,,DDR4-3200,DDR4,2 x 16GB,32GB,10 ns,16,,Black,0
V-Color SKYWALKER PLUS 64 GB,,,DDR4-3600,DDR4,2 x 32GB,64GB,10 ns,18,,Silver,0
TEAMGROUP T-Force Delta TUF Gaming Alliance RGB 64 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/5b045906f183e964bb7eea6ed5995507.256p.jpg,DDR4-3200,DDR4,2 x 32GB,64GB,10 ns,16,,Black / Gold,0
Mushkin Proline 32 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/dc35d54262504291e0bc0c2682d85c07.256p.jpg,DDR4-3200,DDR4,1 x 32GB,32GB,13.75 ns,22,,,0
G.Skill F4-4133C19Q-32GTZKKF 32 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/3c1c9a3d146e9eed3f808a00b4dffe3e.256p.jpg,DDR4-4133,DDR4,4 x 8GB,32GB,9.194 ns,19,,Black,0
